1,2,3,4,5,6,7,8,9,10
593,5252024,-3.004E+16,3.4713E+16,500002,7889984,1E+16,5531991,-99998,-1.54E+16
594,5.252E+16,-3.006E+16,34713006,499986,7890004,1E+16,5.532E+16,-9.9988E+15,-144
595,5251985,-3015,34712996,499995,7889973,9999982,5.53199E+15,-1.00008E+16,-155
596,5252001,-2992,3.4713E+16,500017,7.88999E+15,9999991,5.532E+15,-100003,-161
597,5251996,-2.991E+16,34712995,499984,7890001,10000017,553201,-99995,-159
598,5.252E+16,-3.012E+16,3471299,500002,7890009,9.99999E+15,5.53201E+16,-100007,-156
599,5252016,-2999,34712997,4.99994E+16,7889994,9999983,5532006,-99998,-148
600,5407986,-3007,34712979,499988,78.9,999999,5531997,-9.9994E+15,-157
601,5.40801E+15,-2997,34713004,500009,78.9,9.99999E+15,5532005,-100001,-157
602,5407994,-3003,34712986,49998,789001,1E+16,5.53201E+16,-1.00012E+16,-162
603,5.408E+16,-3.001E+16,34712994,500022,7.88999E+15,9999999,5.53199E+16,-9.9993E+15,-151
604,5408005,-3009,3.4713E+16,500007,7889973,9999996,5532009,-99989,-1.54E+16
605,5.408E+15,-2999,3471299,500015,7890007,10000014,5532003,-9.9988E+15,-172
606,5407989,-2997,34712998,500002,7890003,1E+16,5531991,-100006,-1.66E+16
607,5.40801E+15,-2975,34712972,500017,7889995,1E+16,553199,-100016,-1.69E+16
608,5.40801E+16,-2988,34712972,500016,7890002,10000009,5517592,-1.00002E+16,-176
609,5408011,-3.012E+16,3471298,4.99992E+16,789001,10000012,5517589,-10001,-1.42E+16
610,5.40799E+16,-3.002E+16,3.4713E+16,499979,789001,9.99996E+15,5517601,-100015,-1.52E+16
611,5407982,-2997,34712992,500021,7889997,10000004,5.51759E+16,-100009,-159
612,5.408E+15,-2.994E+16,34712986,5.00003E+15,7889998,1E+16,551761,-100006,-17
613,5407983,-3003,3.4713E+16,500007,7890006,1000001,5.51762E+16,-10002,-15
614,5407999,-2992,34712998,500011,7890002,1E+16,5.51759E+16,-1.0,-159
615,5.40801E+16,-3011,34712994,499999,7.88999E+15,10000012,5.51759E+16,-9.9988E+15,-1.69E+16
616,5.408E+15,-3.004E+16,3471298,5.0,7889967,9999999,5.5176E+16,-99987,-159
617,5407982,-3007,34712975,4.99997E+15,7889997,9999985,5517598,-9.9999E+15,-148
618,5.40799E+16,-2.987E+16,34712977,500017,7.88998E+15,1000001,5.51759E+16,-99984,-1.54E+16
619,5407999,-3.002E+16,34712979,5.00008E+16,7889993,10000001,5.5176E+16,-100005,-1.91E+16
620,5407991,-3,34712979,500004,7889997,10000009,5.5176E+16,-99998,-1.52E+16
621,5408019,-2997,34712994,4.99997E+15,7889992,9999988,5.51759E+16,-100015,-18
622,5.40801E+15,-2988,34712985,500005,7890006,10000005,5.51761E+16,-9.9994E+15,-16
623,5407996,-2997,34712977,499998,788999,10000005,5.5176E+15,-1.0,-1.53E+16
624,5407996,-2998,34713,499991,7889999,9999999,5517592,-100004,-162
625,5408025,-2.991E+16,34712997,499991,7889993,999999,5.5176E+16,-1.00008E+16,-182
626,5.496E+16,-3.004E+16,3.4713E+16,500004,7890004,9.99999E+15,5.5176E+16,-9.9991E+15,-1.52E+16
627,5.49599E+16,-3.002E+16,34712978,5.0,788999,1E+16,5.51759E+16,-100005,-1.54E+16
628,5.49601E+15,-2995,34712998,500014,7890026,10000021,5517601,-100006,-158
629,5495986,-3.033E+16,34713,499989,78.9,9999999,5517589,-9.9993E+15,-158
630,5.496E+16,-3.002E+16,34712982,499993,7.89001E+15,9.99999E+15,5517605,-99987,-1.63E+16
631,549598,-3.016E+16,34712981,499999,7889999,9999996,55176,-100007,-1.88E+16
632,5496,-298,34712989,499979,7889997,100.0,5517606,-100016,-1.63E+16
633,5495978,-2999,34712995,500011,7889994,10000001,5517612,-100011,-161
634,5495994,-3,3.4713E+16,50001,7889997,1E+16,5517595,-9999,-1.53E+16
635,5495975,-3013,34712975,499998,789001,10000007,5517609,-100021,-162
636,5.49599E+16,-3.004E+16,34712968,-499995,7890007,10000001,5.51762E+15,-99974,-1.69E+16
637,5496,-2998,34712998,-499982,7890006,9.99999E+15,5517601,-1.00012E+16,-1.53E+16
638,5495989,-3005,3.4713E+16,-499996,7890001,10000013,5.5176E+16,-1.00008E+16,-158
639,5.49599E+16,-3.002E+16,34712997,-499987,7.88999E+15,9.99999E+15,5517598,-99998,-186
640,549601,-3009,34712989,-499995,78.9,100.0,5517605,-100009,-1.67E+16
641,5.49599E+16,-3013,34713003,-5.00008E+16,788998,1E+16,5.5176E+16,-99998,-17
642,5495994,-2997,34713,-5.00003E+15,7890011,100.0,5517584,-99997,-15
643,549599,-3.004E+16,34712982,-4.99994E+16,789002,9999972,55176,-100016,-1.63E+16
644,5496023,-3.002E+16,34712991,-500014,7890003,9.99999E+15,5517606,-9.9981E+15,-158
645,5.496E+16,-2995,34712977,-500001,7890011,10000001,5517585,-99998,-16
646,5.49601E+16,-3025,34712992,-499998,7889999,10000004,5.5176E+16,-100007,-1.53E+16
647,5495997,-3023,34713,-500001,7890009,9999993,5.51759E+16,-9.9999E+15,-157
648,5496004,-2986,34712991,-500004,78.9,10000005,5517601,-100001,-148
649,5495997,-2978,3.4713E+16,-500015,7890007,9999999,5.51758E+16,-99998,-146
650,5495995,-2999,3.4713E+16,-500007,788999,10000018,5517601,-100016,-162
651,5495997,-2992,34713005,-4.99994E+16,7890001,10000005,551761,-99998,-1.63E+16
652,5.49601E+16,-2992,34712996,-499995,7890001,9999986,5.51759E+16,-100001,-15
653,5496011,-3003,3.4713E+16,-500016,7890005,999999,5517606,-10002,-176
654,5495998,-2998,34712997,-500026,7889999,10000001,5517589,-100006,-165
655,549601,-2988,34712993,-500004,7890011,9999993,5517566,-9.9983E+15,-165
656,5284015,-3009,3.4713E+16,-5.00008E+16,7890006,1000001,5517586,-100005,-168
657,5284012,-2.993E+16,34712992,-50001,7889995,9999991,5.5176E+16,-99998,-155
658,5.28398E+16,-2.994E+16,34712972,-50001,7890004,9999995,5517585,-99998,-18
659,5283984,-3.001E+16,34712994,-499993,7.88998E+15,9999999,55176,-99989,-16
660,5284004,-3.018E+16,34712965,-500005,7.88999E+15,1E+16,551759,-100003,-173
661,5.28399E+15,-3.001E+16,34713009,-499999,7890001,1E+16,5.51759E+16,-9.9993E+15,-1.54E+16
662,5.284E+16,-3.014E+16,34713,-499989,7890001,1E+16,5517595,-99997,-157
663,5.48799E+15,-3023,3471298,-50001,788998,9999984,5517584,-99987,-18
664,5.48801E+16,-2.996E+16,34712985,-500009,7889995,10000007,5.51759E+15,-99987,-151
665,5.48799E+16,-3.008E+16,34712992,-5.0,7.89001E+15,9999976,5.51759E+15,-100001,-1.67E+16
666,5488004,-3.008E+16,34712969,-500004,7889995,10000004,5.51758E+16,-9.9999E+15,-1.53E+16
667,548801,-2988,34712993,-500013,7889994,1E+16,5517606,-100016,-1.66E+16
668,5487996,-3015,34712969,-500011,7.89001E+15,9999988,5.51758E+15,-9.9994E+15,-161
669,5.48801E+16,-2.989E+16,34713004,-500002,7889998,9999993,55176,-100004,-162
670,5488009,-299,34712979,-500004,7889989,10000007,5.51759E+16,-9.9994E+15,-145
671,5488004,-301,3.4713E+16,-5.0,78.9,9999988,5.51759E+16,-9999,-159
672,5487995,-3005,34712996,-499993,7.88999E+15,10000016,5.5176E+16,-100007,-16
673,5488,-2.993E+16,34712997,-4.99997E+15,7.88999E+15,9999995,5.51761E+16,-1.00008E+16,-1.66E+16
674,5488001,-2986,3.4713E+16,-499982,7.88999E+15,100.0,5517586,-1.00002E+16,-173
675,5.488E+16,-2.991E+16,34713,-4.99994E+16,7890004,1000001,5517581,-1.00002E+16,-164
676,5.488E+16,-2982,34712991,-50001,7890008,10000005,5517589,-99998,-162
677,5487984,-3.006E+16,34712989,-499996,7889985,9999996,5.51759E+16,-1.0,-147
678,5488,-2984,34712968,-500016,7.88999E+15,10000007,5.51759E+16,-9.9991E+15,-1.42E+16
679,5487999,-3,34712993,-50001,7889995,9999993,5517585,-100004,-164
680,5488009,-2.991E+16,34712979,-50002,78.9,9999999,5517612,-100024,-1.74E+16
681,5487986,-2.996E+16,34712994,-500005,7890007,10000015,5517612,-100015,-141
682,5487992,-2997,34712978,-500026,7890001,100.0,5517585,-100022,-179
683,5487992,-2982,34712995,-5.00008E+16,7889997,1E+16,5517556,-9999,-159
684,5487986,-2985,34712995,-499998,7889979,1000001,551759,-100011,-16
685,5487995,-3005,34712995,-500007,78.9,1000001,5517579,-9999,-148
686,5488001,-2.994E+16,3.4713E+16,-500001,7889989,1E+16,5.51761E+16,-1.00002E+16,-156
687,5487998,-2.991E+16,34712996,-500011,7889996,1E+16,5.5176E+16,-99995,-147
688,5487996,-3.006E+16,3471298,-499988,7.89001E+15,1E+16,5517604,-9.9981E+15,-1.77E+16
689,5.48801E+16,-3.004E+16,3.4713E+16,-500004,7889985,10000018,551759,-1.00008E+16,-155
690,5288015,-2999,34712991,-5.00008E+16,7890001,1000001,5.51761E+16,-100011,-162
691,5288015,-3003,3.4713E+16,-499999,7890018,999997,5.51759E+15,-1.00002E+16,-161
692,5.28798E+16,-3.016E+16,34712994,-5.0,7890006,1E+16,55176,-100021,-159
693,5287999,-3.001E+16,3.4713E+16,-5.00003E+15,7.88999E+15,9.99999E+15,551762,-9.9986E+15,-1.53E+16
694,5.288E+16,-2984,3.4713E+16,-499987,789001,1E+16,5517584,-1.0,-1.69E+16
695,5.28799E+16,-2985,34713022,-499991,7890008,1E+16,5517595,-9.9996E+15,-162
696,5287998,-2.994E+16,34713005,-5.00006E+16,7890007,1E+16,5517595,-100005,-1.66E+16
697,5.28801E+16,-301,34712997,-499989,7889992,1E+16,5517612,-1.00002E+16,-1.54E+16
698,5287985,-2.981E+16,3.4713E+16,-500004,788999,10000018,5517589,-9.9993E+15,-1.53E+16
699,5.288E+15,-2992,34712971,-499991,7889986,9999984,5.5176E+16,-100011,-16
700,5.28799E+15,-2.993E+16,34712979,-500001,7890001,1E+16,5517595,-100006,-168
701,5403999,-3.002E+16,34712996,-499988,7.88999E+15,9.99999E+15,5.51758E+15,-99971,-16
702,5404019,-3.001E+16,3.4713E+16,-500011,7889992,10000009,5.51761E+16,-9.9994E+15,-156
703,5403994,-3.006E+16,34712979,-499991,7889998,1E+16,5517595,-9999,-1.77E+16
704,5404,-2992,34712982,-499998,7889997,1E+16,55176,-99989,-17
705,5404003,-2.994E+16,34712982,-500009,7889994,1E+16,5.5176E+16,-10001,-1.63E+16
706,5.40399E+16,-2998,3471298,-49999,789001,1E+16,551758,-99998,-1.78E+16
707,5.40399E+15,-3013,3.4713E+16,-4.99997E+15,7889995,9999988,5.51759E+15,-1.00002E+16,-165
708,5404003,-2.996E+16,34712997,-4.99994E+16,7890004,1000001,5517569,-100006,-172
709,5403982,-2.987E+16,34712998,-5.0,7889995,9999984,5517595,-100001,-158
710,5404002,-3.001E+16,34713006,-500002,7889996,9999993,5517606,-9998,-1.81E+16
711,5404008,-299,34712991,-5.00003E+15,7890004,1E+16,5.51758E+15,-99987,-17
712,5403995,-301,34712979,-500004,7890006,100.0,5.51759E+15,-9.9999E+15,-147
713,5404015,-3,34712991,-500014,7890011,9.99999E+15,5517595,-9.9986E+15,-1.66E+16
714,5404003,-2997,34712997,-499995,7889992,9999991,5.51759E+16,-100004,-1.53E+16
715,5.40401E+16,-2982,34713002,-499987,7889995,1E+16,5.51758E+16,-9.9991E+15,-161
716,5403995,-2998,34713004,-500016,7889986,1E+16,551759,-9.9999E+15,-164
717,5.40401E+16,-2992,34712979,-499998,7890003,1000002,5517595,-99979,-165
718,5403997,-2998,3471299,-499988,7890004,10000009,55176,-99992,-1.69E+16
719,5.40401E+16,-2982,3.4713E+16,-499998,7889996,1E+16,551758,-9.9993E+15,-158
720,540399,-2.996E+16,34712992,-499981,7890004,9.99999E+15,5.51759E+15,-1.00002E+16,-155
721,5403975,-2985,34712986,-499995,7890002,10000005,5.51759E+16,-99992,-17
722,5184002,-3.006E+16,3.4713E+16,-500017,7890001,9999979,5517585,-9.9999E+15,-161
723,5184008,-3007,34712989,-4.99997E+15,7889989,9999999,5.51759E+16,-100004,-1.54E+16
724,5184012,-3.002E+16,34712989,-499979,7890001,9999983,5.5176E+15,-100016,-186
725,5184015,-3.004E+16,34712996,-500002,7890001,10000012,5517592,-9.9994E+15,-1.54E+16
726,5396001,-3003,3.4713E+16,-500002,7889996,1E+16,5517595,-100001,-1.74E+16
727,5396005,-3005,34713006,-49999,7890007,9999999,5.5176E+16,-100006,-14
728,5395995,-301,3.4713E+16,-499993,7890006,9999993,5.5176E+15,-100005,-1.42E+16
729,5.396E+15,-2999,3.4713E+16,-500005,7889994,1E+16,5517598,-99997,-16
730,5596018,-2.994E+16,34712998,-500004,7889993,1E+16,5.5176E+16,-9.9993E+15,-158
731,5595989,-3,34712991,-5.00003E+15,7890001,10000026,5517604,-100007,-16
732,5596018,-299,34712964,-500005,7889999,9999999,5.51762E+15,-99995,-17
733,5.59601E+16,-2992,3.4713E+16,-500002,7889995,10000001,5517612,-100011,-1.53E+16
734,5.38799E+16,-2.996E+16,34712982,-5.00006E+16,7889994,1E+16,5517605,-99989,-16
735,5387986,-2.994E+16,34712997,-499999,788999,1E+16,5517601,-99997,-145
736,5.388E+15,-3.006E+16,34712993,-499999,7889998,10000009,5517604,-99997,-148
737,5.38798E+16,-2995,3.4713E+16,-499991,7.88999E+15,1E+16,551759,-9.9999E+15,-1.66E+16
738,5387995,-2997,34713006,-499978,7890006,10000013,5.51759E+15,-100013,-16
739,5387987,-2997,34712992,-49999,7.88999E+15,10000012,5.51759E+16,-100003,-1.42E+16
740,5387992,-3.001E+16,34712978,-499993,7.88998E+15,1E+16,5.51759E+15,-100003,-165
741,5387996,-3,34712985,-500002,7890011,9.99999E+15,5.51762E+16,-100011,-1.53E+16
742,5387979,-2999,34712979,-499969,7.88999E+15,10000005,5.5176E+16,-1.00002E+16,-144
743,5388006,-3.001E+16,34712984,-500019,7890003,1E+16,5517589,-100007,-1.67E+16
744,5.38801E+16,-3.014E+16,34713009,-499987,7.88999E+15,10000009,5.51759E+16,-100022,-175
745,5388006,-2985,34712995,-4.99994E+16,7890007,9999978,5.51758E+16,-100003,-16
746,5387998,-3013,34712959,-500016,78.9,9999987,5517585,-99995,-158
747,5387995,-2999,34712979,749998,7890001,1E+16,5517573,-100013,-149
748,5387986,-3.002E+16,34713,7.50014E+15,7890001,999998,5.51762E+16,-100007,-176
749,5.21599E+16,-3.006E+16,3.4713E+16,750017,7890009,9999985,5503205,-100004,-157
750,5216,-3.006E+16,3471299,7.50004E+15,7.88998E+15,10000007,5.5032E+16,-100005,-146
751,5.21601E+16,-3.008E+16,34712994,750002,7889999,9999999,5.50321E+16,-1.00008E+16,-1.53E+16
752,5216022,-299,34712986,749994,7889995,9999999,5.50319E+16,-1.00002E+16,-156
753,5.416E+16,-2999,3.4713E+16,7.50003E+15,7889994,9999985,550318,-9.9996E+15,-148
754,5.41601E+15,-2999,3.4713E+16,750012,7889998,1E+16,5503179,-99992,-1.52E+16
755,5.41601E+16,-3,3.4713E+16,749993,7890015,1E+16,5503199,-99987,-146
756,5416001,-298,3.4713E+16,74999,7890005,10000004,5.50318E+16,-100004,-1.63E+16
757,5416004,-2.991E+16,3.4713E+16,750002,78.9,9.99999E+15,5.50319E+16,-9.9999E+15,-16
758,5415993,-2997,3.4713E+16,7.5,789001,10000016,5.5032E+16,-1.00002E+16,-148
759,5416004,-2976,34712998,7.5,789001,9999999,5.50321E+16,-100006,-165
760,5.41599E+16,-3022,34712981,7.49986E+15,7889984,9999996,5.5032E+16,-1.00002E+16,-17
761,5.41599E+16,-3007,34712971,750006,7889998,1E+16,550319,-1.00012E+16,-155
762,5416007,-2.993E+16,3.4713E+16,7.50004E+15,7889986,1E+16,5503195,-99985,-1.54E+16
763,541599,-3.012E+16,34712971,7.50004E+15,7890002,10000015,55032,-9998,-173
764,5416029,-3007,3.4713E+16,749994,7889995,9.99999E+15,5503201,-100011,-1.53E+16
765,5416001,-2998,34712993,749998,7889995,1E+16,5.50319E+16,-9.9999E+15,-1.53E+16
766,5416007,-2.994E+16,34712978,749994,789001,1E+16,5.5032E+16,-99987,-151
767,5.26E+16,-2992,34712994,749982,7.88998E+15,10000022,5503187,-1.00008E+16,-1.74E+16
768,525999,-2.991E+16,3.4713E+16,75001,7890009,9.99999E+15,550319,-9.9994E+15,-1.63E+16
769,5.26001E+16,-2986,34712991,7.50008E+16,7890003,1E+16,5.50319E+15,-1.00002E+16,-161
770,5259995,-3,34712989,750006,7890007,9.99999E+15,5.50319E+15,-100022,-172
771,5.25998E+16,-3.004E+16,34712981,7.5,7890005,10000001,5503205,-100013,-165
772,5259975,-2.993E+16,34712992,7.50008E+16,7890013,1E+16,5.50321E+15,-9.9996E+15,-159
773,52.6,-3013,34712997,750013,7890016,10000009,5503199,-9.9991E+15,-1.69E+16
774,5259995,-2985,34712989,749995,7890011,10000005,5503204,-99989,-1.66E+16
775,5.42399E+16,-2985,34713003,7.49991E+15,7889995,100.0,5503199,-99989,-158
776,5423985,-2999,3.4713E+16,750029,7890011,1000002,550321,-1.0,-146
777,5424,-3.001E+16,34712993,74999,7889996,10000016,5.50319E+16,-99997,-156
778,5.42399E+16,-3027,34712994,749998,7.88998E+15,999999,5503185,-100001,-149
779,5.42401E+16,-2.983E+16,34712986,750005,7889994,10000004,5503204,-99979,-1.63E+16
780,5219998,-2.987E+16,3.4713E+16,7.49992E+16,7889986,1E+16,5503195,-99998,-16
781,5219993,-3.004E+16,34712986,7.49973E+16,788999,10000007,5.5032E+16,-99992,-159
782,5219999,-2.991E+16,34712997,749998,7889993,100.0,5503201,-99976,-155
783,5220009,-3.001E+16,3.4713E+16,750006,7889993,9999999,5.50321E+15,-10003,-1.66E+16
784,5219977,-3003,34712994,7.49997E+15,7890012,100.0,5.50319E+16,-100004,-17
785,5.21999E+16,-3.002E+16,3471298,7.49997E+15,78.9,9999986,5.5032E+16,-99995,-145
786,5219992,-2.996E+16,3.4713E+16,7.50009E+15,7890003,9999981,5.50319E+15,-100007,-18
787,5220004,-3,3.4713E+16,7.49996E+15,7889986,9.99999E+15,5.50321E+16,-100015,-162
788,5219995,-3013,34713014,750005,7890003,100.0,550322,-100007,-144
789,5220002,-3.001E+16,3.4713E+16,7.50008E+16,789001,10000004,5.5032E+16,-100001,-1.71E+16
790,522002,-3.006E+16,34713009,749988,7889996,10000014,5503201,-99995,-1.69E+16
791,5220001,-2988,34712991,750005,7.88999E+15,10000007,5503185,-9.9996E+15,-173
792,5219998,-3,34712969,750005,7890008,9.99997E+15,5503224,-9.9996E+15,-151
793,5220005,-3023,34712979,749993,7889995,999999,5.50319E+15,-100003,-165
794,5219998,-2999,34712996,7.49996E+15,7.89001E+15,999998,5.50319E+16,-99997,-1.53E+16
795,5220017,-2.994E+16,34712994,7.5,7890007,9.99999E+15,5.50319E+16,-100011,-1.54E+16
796,5220003,-3.008E+16,34712984,-249998,7889994,9999999,5.50319E+16,-9.9986E+15,-135
797,5219993,-2984,34712984,-250007,7890004,999999,5.50321E+15,-100016,-1.63E+16
798,5219988,-3007,34712985,-249991,7889996,10000004,5503195,-9.9988E+15,-1.52E+16
799,5219993,-2.996E+16,34713005,-250006,7889993,10000013,550319,-99972,-161
800,5219986,-2.981E+16,34712989,-249987,7890004,9999987,5.50321E+16,-10001,-161
801,5.21999E+16,-3.004E+16,34712975,-24999,7.88999E+15,1E+16,5.50319E+16,-100006,-159
802,5220016,-2978,34712989,-249994,7890005,10000016,5.50319E+16,-100003,-182
803,52.2,-2.993E+16,3.4713E+16,-250006,7890002,1E+16,5.5032E+16,-1.0,-17
804,5219982,-3003,34712982,-250005,7889996,1E+16,5.50321E+16,-100001,-183
805,5.21999E+16,-3015,34712985,-249993,789001,10000019,5.5032E+16,-9.9999E+15,75
806,522001,-3.018E+16,34712997,-249985,7890004,10000012,5503207,-99997,79
807,5.21999E+16,-3.002E+16,34713006,-2.49997E+16,7890009,10000014,5503201,-1.0,72
808,5220004,-3013,34712989,-250015,7889986,9999988,550319,-1.0,85
809,5.22001E+16,-2.994E+16,34712985,-250007,7889985,10000004,5.50319E+15,-100001,8.3E+15
810,5220004,-299,34712996,-249999,7890001,10000009,55032,-9.9996E+15,9.6E+15
811,5219983,-2992,34713004,-2.50003E+16,7.88999E+15,9999983,5.5032E+16,-99987,72
812,5219997,-3.001E+16,3.4713E+16,-2.49997E+16,7.88998E+15,10000005,5.50319E+15,-99989,88
813,5220001,-301,3471301,-249988,7889984,1E+16,550319,-100006,78
814,5.21997E+16,-301,34713,-249994,7889976,999998,5503196,-1.0,67
815,5219995,-2.989E+16,34713002,-2.49997E+16,7890005,10000005,550321,-100015,93
816,5.21999E+16,-2997,34712981,-249988,7.88999E+15,10000013,5.50319E+16,-9999,73
817,5219988,-3.006E+16,34712994,-250007,7889995,9999999,5.50321E+15,-9999,75
818,5219999,-2.996E+16,34712997,-250007,788998,1E+16,5503179,-9.9981E+15,7.7E+15
819,5220006,-2.993E+16,34713,-249986,7889997,10000016,5503195,-100003,64
820,5.21999E+16,-2982,3.4713E+16,-250018,7890013,9999999,5.5032E+16,-100007,7.6E+15
821,5220002,-2992,34713001,-249991,7889998,9999981,54942,-99979,81
822,5219993,-2992,34712995,-2.49997E+16,7889994,1E+16,549418,-100001,81
823,5219998,-2.989E+16,34712979,-250033,78.9,1E+16,5494185,-9.9999E+15,9.4E+15
824,5219996,-2998,34713,-2.50003E+16,7890001,10000007,5494197,-100001,8.7E+15
825,5219998,-3011,3.4713E+16,-250009,7890012,100.0,5.4942E+16,-100006,82
826,5219995,-3011,34712992,-249994,7890011,9999995,5.4942E+15,-1.00012E+16,93
827,5219996,-2.983E+16,34712978,-250009,7.89002E+15,1E+16,549421,-100005,74
828,5220003,-2992,34712989,-249999,7889979,9999999,5.4942E+16,-1.00002E+16,84
829,5220013,-2.994E+16,34712995,-250021,7889998,9.99999E+15,5.49421E+16,-1.0,78
830,5219977,-3,34712977,-2.49996E+16,7889995,1E+16,5494191,-100025,9
831,52.2,-2999,34713002,-2.49996E+16,7889997,100.0,5.49419E+16,-9.9991E+15,86
832,5220002,-3013,3.4713E+16,-250005,7889994,1E+16,5.49421E+16,-99995,79
833,521999,-3.018E+16,34712979,-250002,7.88999E+15,999998,5494215,-9.9986E+15,82
834,5063998,-2968,34712994,-249985,7.88999E+15,10000012,5.49419E+16,-99987,7.7E+15
835,5.064E+16,-3003,34713009,-2.50004E+16,78.9,9999993,5.49419E+16,-99998,8.7E+15
836,506401,-2998,34712993,-2.49976E+16,7889992,9.99999E+15,5494197,-9.9991E+15,9.2E+15
837,5.064E+16,-299,34713004,-250011,7889975,999999,5.49421E+16,-9.9999E+15,61
838,5264014,-2.977E+16,34713003,-2.50003E+16,7890004,9999988,549421,-99995,75
839,5.264E+16,-2.983E+16,34712989,-250001,7890004,9999982,5.49419E+16,-99976,8.3E+15
840,5.26399E+16,-2.993E+16,34712985,-2.50004E+16,7889994,9999991,5.49421E+16,-9.9983E+15,85
841,5263991,-3011,34712984,-250009,7889993,100.0,5494191,-9.9993E+15,103
842,5264,-3.004E+16,34712998,-249994,789001,9999995,5.4942E+16,-9999,79
843,5263989,-301,34712985,-2.49981E+16,7889996,9999991,5494197,-100004,73
844,5264004,-2.987E+16,3.4713E+16,-250001,7889997,9999996,5494197,-100006,7.7E+15
845,5264001,-2988,34712973,-250005,7889997,10000012,5.4942E+15,-9.9988E+15,93
846,5263998,-3.012E+16,34712993,-2.49997E+16,7889993,9999988,54942,-1.00008E+16,84
847,5264011,-3.008E+16,3.4713E+16,-2.49997E+16,7890004,9999996,5494205,-9.9991E+15,74
848,5.26398E+16,-3.026E+16,3.4713E+16,-249995,7890011,10000007,5494184,-9.9996E+15,74
849,5.26401E+16,-2999,3.4713E+16,-249993,7889998,1E+16,5494178,-100003,1
850,5.264E+16,-302,3.4713E+16,-250009,7889992,9999996,5.49421E+16,-1.00008E+16,82
851,5.264E+15,-299,34712981,-2.49997E+16,7889992,9999986,5.49419E+16,-100013,79
852,5059993,-2.991E+16,34713,-2.50016E+16,7890007,10000015,5494197,-100004,75
853,5060009,-2982,34712966,-249989,7890021,9999987,5494177,-1.00018E+16,93
854,5059995,-2988,34712982,-250001,7889996,1E+16,5494197,-100005,74
855,4852006,-3.002E+16,34712985,-250008,7889989,10000007,5.4942E+16,-99997,93
856,4852,-3,3471299,-249995,7890003,1E+16,5.4942E+16,-99995,7.6E+15
857,4851996,-2.981E+16,34713001,-250007,7890006,9999986,5.4942E+16,-100007,9.4E+15
858,4852003,-3.001E+16,34712984,-249992,7889989,10000004,5494185,-99989,7
859,4851967,-2.991E+16,3.4713E+16,-24999,78.9,1E+16,5.4942E+15,-99995,63
860,5060004,-2998,34712991,-2.50004E+16,7890001,9999975,549418,-9.9991E+15,8
861,5060002,-2.991E+16,34713,-2.49997E+16,7890003,9999984,5494189,-100003,8.3E+15
862,5060001,-2999,3.4713E+16,-250006,7889996,9999988,5494195,-9.9999E+15,59
863,5060001,-3.014E+16,3.4713E+16,-2.50016E+16,7.88999E+15,10000005,5.4942E+16,-100001,75
864,5060011,-2988,3.4713E+16,-250014,7890007,10000018,5494197,-100011,7.7E+15
865,5.06E+16,-2.987E+16,3471299,-2.49997E+16,7889995,10000014,5.4942E+15,-100017,79
866,5060015,-2.993E+16,34713006,-249995,7889994,10000005,5494195,-9.9986E+15,82
867,5060017,-3007,34712996,-249991,7889992,1E+16,5.4942E+15,-100021,86
868,5059986,-2995,34713003,-250005,7890008,1E+16,5494197,-1.00002E+16,7.7E+15
869,5059985,-2.987E+16,3.4713E+16,-250015,7889994,999998,5.49421E+16,-100004,7.7E+15
870,505999,-2998,3471299,-250009,7890002,1E+16,5494205,-9.9996E+15,9.2E+15
871,5060008,-3003,3.4713E+16,-249992,7890009,10000001,5494172,-9.9996E+15,74
872,5060001,-2988,3.4713E+16,-2.49997E+16,7890005,9999999,5.4942E+16,-100004,82
873,5059985,-3011,34712977,-249995,7889997,9999996,5.49419E+16,-1.00036E+16,85
874,5059995,-2992,34712984,-25002,7890013,10000017,5494205,-99997,82
875,5.06E+16,-2.989E+16,3.4713E+16,-250008,7889992,1E+16,5.49419E+16,-100006,93
876,50.6,-2995,34712982,-249993,7.88999E+15,10000007,5.49421E+16,-100001,8
877,5059989,-301,3.4713E+16,-250018,7.88999E+15,999998,5494185,-99977,81
878,5059986,-3.008E+16,34712993,-2.50004E+16,7890015,9999993,5.49419E+16,-9.9986E+15,9.2E+15
879,5060006,-3003,3.4713E+16,-249993,78.9,9999978,5485207,-9.9999E+15,7
880,5060003,-3013,3471299,-2.49997E+16,7890003,9999983,5.4852E+16,-9.9996E+15,79
881,5059997,-2.994E+16,34713005,-249993,7890002,10000007,5.48518E+16,-100007,7.1E+15
882,5060007,-3.014E+16,34712981,-2.50017E+16,7890013,9999999,5485196,-1.0,6.9E+15
883,5060013,-2.994E+16,34712989,-249982,7889998,10000005,5485193,-9.9996E+15,81
884,5211985,-3.002E+16,34712996,-24999,7.88999E+15,9999995,5485195,-100005,9.6E+15
885,5211996,-3003,34712982,-249998,7890018,10000004,5485191,-1.00008E+16,9.6E+15
886,5211995,-3,34712977,-24999,7889996,1000001,54852,-1.0,79
887,5211988,-299,34712991,-24999,7889992,1E+16,5485195,-100013,53
888,5212,-3.001E+16,3.4713E+16,-250005,7889985,9999993,5.48521E+16,-100005,64
889,5.212E+16,-3,34712993,-2.49996E+16,7.88998E+15,9999988,54852,-100011,8
890,5211995,-2998,3.4713E+16,-2.50004E+16,7889992,10000005,5485185,-100014,9
