1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
890,5211995,-2998,3.4713E+16,-2.50004E+16,7889992,10000005,5485185,-100014,9,8130003,3269983,42624007,2968477,9776999,2539992,1.01832E+16,78271975,31169,35769997
891,5.21199E+16,-2998,34712997,-250009,7889994,10000022,5.48519E+15,-100007,101,8.13E+15,3270006,42624005,296851,9777002,2539989,101832,78271973,311695,3751999
892,5211995,-3003,34712992,-250002,7.88999E+15,9999982,5.4852E+16,-100017,64,8129983,3270004,4.2624E+16,2968498,9.77701E+15,2540006,1.01832E+16,78271985,311709,37519988
893,5.21199E+16,-3.012E+16,34712985,-249995,78.9,10000004,5485195,-9.9994E+15,8,8.13E+15,3270003,42624012,2968517,9776995,2540005,1.01832E+16,78271993,311707,39479988
894,5211997,-2.993E+16,34713001,-250008,788999,9.99999E+15,548519,-1.0,72,8129993,3.26999E+16,4.2624E+16,2.96851E+16,977699,2540006,10183198,78271982,311713,39479977
895,5212004,-3015,34712994,-249985,7889993,9999999,5485185,-9.9996E+15,85,8130001,3269993,42624023,2.96851E+16,9.77702E+15,2.53999E+16,101832014,7.8272E+15,3.11696E+16,39479971
896,5212008,-3007,34712968,-2.49996E+16,7889998,10000005,5.48521E+16,-9999,-155,8060988,3270001,42623997,2.96851E+16,9776983,2539996,1.01832E+16,7.8272E+15,311706,39480005
897,5211993,-2.991E+16,3.4713E+16,-250006,7889998,9999993,5485204,-1.0,-1.42E+16,8.061E+15,3270015,42624015,2.96849E+16,9776993,253999,10183201,7827197,3.11684E+16,3.773E+16
898,521201,-3.006E+16,34712994,-249993,7889969,10000005,5485187,-99989,-151,8.061E+15,3.26999E+16,42623985,2.96851E+16,9776982,2540001,101831989,7.8272E+15,311694,37729987
899,5211994,-2.996E+16,3.4713E+16,-249999,7889994,9999999,5.48521E+15,-1.0,-17,8060993,3269997,4.2624E+16,2.9685E+16,9777006,2539985,101832011,78271974,311693,39584999
900,5.272E+16,-2.991E+16,34712984,-250012,7.88999E+15,9.99999E+15,5.48522E+16,-100003,-17,8061004,32.7,42624012,2.9685E+16,9776999,2539987,1.01832E+16,78271988,311671,3958498
901,5272005,-2997,34712981,-250006,7890003,1E+16,5.48519E+16,-100005,-159,8060996,3.27001E+16,42624003,2.96851E+16,9776993,2.54E+16,1.01832E+16,78799962,311718,39584976
902,5.27201E+15,-3,34712975,-2.49997E+16,7889992,10000015,5.48518E+16,-9.9988E+15,-151,8060978,3270006,42624004,2.96852E+16,9776996,2539994,1.01832E+16,78799969,311691,39584962
903,5052004,-2997,3.4713E+16,-249992,7889997,9999999,5485193,-100004,-145,8061004,3270001,4.2624E+16,2.96851E+16,9776977,2.54001E+16,101832005,78799967,3.11684E+16,3.9585E+16
904,5051997,-2.989E+16,34712989,-250013,78.9,9999996,5.48518E+16,-99985,-1.38E+16,8.061E+15,3269998,42624005,296848,9776991,2539985,101832015,78799955,311695,37589979
905,5052025,-2997,34712993,-249998,7890005,9999996,5485196,-100007,-1.69E+16,8060991,3269988,42624,2.96852E+16,9777,2.53999E+16,1.01832E+16,7.7936E+15,311691,35559985
906,5052001,-3009,34713004,-250011,7889992,9.99999E+15,5485207,-100014,-14,8.06099E+15,3269988,42624012,2968502,9777005,254002,101832005,77935988,311694,35559979
907,5052005,-2.993E+16,3471301,-250007,7889999,10000005,5485191,-9.9996E+15,-172,8061022,3270009,4.2624E+16,2968507,9777002,2539992,101832011,77936002,311689,35559987
908,5051988,-3.012E+16,3.4713E+16,-250013,789001,10000001,5485195,-100006,-1.67E+16,8060995,3269997,42624005,2968491,9776998,2540022,10183201,7793601,311715,35559988
909,5052025,-2985,34712995,-250012,7889984,10000004,548518,-1.0,-16,8.06099E+15,3270006,4.2624E+16,2968508,9777001,2539998,1.01832E+16,77935993,311713,35559979
910,5051996,-3005,3471301,-249991,78.9,9999981,5.48519E+15,-100011,-165,8060983,3269988,42623983,2968502,9776984,2519988,101832005,77935971,311715,3555999
911,5052005,-301,34713001,-250006,7890001,9999996,5.48521E+15,-1.00002E+16,-144,8.06101E+15,3269989,4.2624E+16,2.96851E+16,9.77701E+15,2519998,1.01832E+16,77935992,3.11676E+16,35559987
912,505198,-3005,34712995,-1.2E+16,78.9,10000005,5485181,-1.0,-135,8060986,3270001,42624002,2968508,9777,2520014,1.01832E+16,77935982,311691,35559994
913,5052005,-3003,34712995,1.00E-05,7890003,1000002,5.48521E+15,-9.9981E+15,-165,8061,3.27002E+16,4.2624E+16,2968507,9776998,2519989,1.01832E+16,7.7936E+15,3117,3.556E+16
914,5051988,-3.001E+16,3.4713E+16,-4.00E-05,7889997,9999996,5.48521E+16,-99995,-173,8060999,3269996,42624,2.96852E+16,9776985,2520014,101832015,7755198,3.11697E+16,3.381E+16
915,5052009,-3.002E+16,34712979,-1.2E+16,7.88998E+15,1E+16,54852,-99989,-149,8061015,3269996,42623987,2.9685E+16,9777002,251999,101832011,77551978,311694,31744985
916,5051995,-3007,34712994,-5.00E-05,7890002,9999996,5485194,-100005,-158,8009991,3269997,4.2534E+16,296851,977699,2519985,101831995,7.7552E+15,3.11704E+16,31744998
917,5219985,-2988,34712981,-1.00E-05,7889997,9999985,5.48519E+16,-99998,-1.52E+16,8010003,3270003,4.2534E+16,2968504,9777,2519998,1.01832E+16,77551982,311713,3.374E+16
918,5219999,-2.991E+16,34712995,-8.00E-05,7889989,10000005,5485194,-1.0,-17,8010002,3269995,42533991,2968492,9776984,2.52E+16,1.01832E+16,7.7552E+15,311708,33739985
919,5219996,-2.989E+16,34712998,16,7890007,9999984,5485201,-100006,-1.53E+16,8010003,3269996,4.2534E+16,2968508,9776982,2.51999E+16,101831986,7755198,311701,33739994
920,5219999,-3.012E+16,34712984,-9.00E-05,7890004,1000001,5.48521E+16,-100035,-17,8010007,3270012,4.2534E+16,2.96851E+16,9776988,2.52001E+16,1.01832E+16,7.7552E+15,311708,3.5525E+16
921,5019983,-3.002E+16,34712994,1,7.88999E+15,9999988,5.4852E+16,-100006,-172,8010004,3.27001E+16,42533965,2968504,9776998,251999,1.01832E+16,7.7552E+15,311701,37344968
922,502001,-3.006E+16,34712978,11,7890001,1E+16,5.48521E+15,-1.00008E+16,-1.78E+16,8010007,3270009,4.2534E+16,2.9685E+16,9777,2519998,101832006,7.7552E+15,311713,3.7345E+16
923,5019984,-2.994E+16,34712966,-1,7.88997E+15,9999999,5.4852E+16,-99997,-1.52E+16,8.01001E+15,3269998,42533975,2.96851E+16,9776995,2520007,1.01832E+16,77551989,311688,3.7345E+16
924,5019999,-2.994E+16,34712985,-2.00E-05,7890005,9.99999E+15,5.48518E+16,-9.9994E+15,-149,8010003,3270001,4.2534E+16,2.96852E+16,9776993,25.2,101832009,77551982,3.11704E+16,3734498
925,5020001,-3009,34712982,6.00E+11,7889994,9999986,5485199,-9.9999E+15,-156,8.01002E+15,3270009,42533988,2.9685E+16,977699,2.52E+16,101831983,7.6752E+15,3.11697E+16,37344986
926,5020001,-2999,34712996,1.00E-05,788998,9999988,5485201,-99992,-1.63E+16,8010015,3.27001E+16,42533991,296851,9776993,2.52E+16,1.01832E+16,7675196,311693,37344988
927,5.01999E+16,-3.004E+16,34712996,5.00E-05,7890018,9.99999E+15,548519,-1.0,-1.67E+16,80.1,3.27001E+16,4.2534E+16,2968507,9776999,2520005,1.01832E+16,76751967,311688,37344975
928,5020015,-2999,34712985,15,7890013,9999979,5.48519E+16,-99984,-175,8.01001E+15,3270009,42533969,2968502,9776997,2.51999E+16,101832009,76751973,311708,3.7345E+16
929,5020013,-3003,3.4713E+16,-2.00E-05,789002,9.99999E+15,5.48521E+15,-1.00008E+16,-155,8010005,3269997,4.2534E+16,2968481,977699,2520007,1.01832E+16,76751982,3117,3884999
930,5.02001E+16,-2.996E+16,34712972,-1,7890002,10000012,5485207,-99989,-172,8009998,3269988,42533988,2968498,9776998,2.52001E+16,1.01832E+16,76751964,311685,3.885E+16
931,50.2,-2988,34712986,22,7.89003E+15,9.99999E+15,5485175,-100006,-159,8010011,3269996,42533972,2968517,977703,2519997,10183201,76751968,311702,38849983
932,5019999,-2.994E+16,34712998,4.00E-05,7889997,1E+16,5485227,-9999,-157,80.1,3269983,42533963,29685,9776987,2520008,101832021,7.7424E+15,311687,38850006
933,5019989,-2992,34712989,4.00E-05,7890013,9999995,5485213,-1.00018E+16,-186,8009992,3269995,4.2534E+16,2.96849E+16,9.777E+15,2519998,1.01832E+16,77423983,311702,38849993
934,5020005,-302,34712995,22,7890006,999998,5.48518E+16,-100014,-161,8009999,3270017,42533987,29685,9776997,2.52002E+16,1.01832E+16,7742396,311675,38849983
935,5019996,-2.991E+16,34712989,6.00E+11,7.89001E+15,9999976,5.4852E+16,-9.9991E+15,-1.71E+16,8009994,3269986,42533989,2.96849E+16,9776994,2.52E+16,1.01832E+16,77423978,3.11696E+16,3.885E+16
936,5020008,-301,3.4713E+16,6.00E+11,7.88998E+15,9999983,548521,-100005,-1.36E+16,8009984,3269989,42533989,2968491,977699,2519989,1.01832E+16,77423964,3.11684E+16,3.885E+16
937,5019995,-2999,34713001,8.00E-05,7890001,999998,548519,-9.9983E+15,-164,8009995,3270017,4.2534E+16,296851,9776999,2.52E+16,10183199,77423975,311705,3.885E+16
938,4820001,-2986,34712981,-5.00E-05,7890002,10000009,5485204,-1.0,-1.54E+16,8009985,3270002,42533995,2968488,9.77701E+15,2519989,101831995,7.6608E+15,311701,38849995
939,481998,-3.004E+16,34712986,-4.00E-05,7890002,1E+16,5485179,-9.9996E+15,-1.54E+16,8073006,3270013,42533967,2968515,9777001,2510013,1.01832E+16,76607967,31171,38849996
940,4819983,-2998,3471298,-7.00E-05,7890005,10000007,5485193,-100001,-17,8072998,3270008,4253398,2.94599E+16,9776977,2509986,10183201,7660797,311692,3.885E+16
941,4.81999E+16,-301,34712986,3.00E+11,7889989,10000001,5.48519E+15,-9.9996E+15,-165,807301,3269999,4.2534E+16,2946003,9777005,2510011,1.01832E+16,76607958,311692,38850005
942,4820008,-2998,34713004,-2.00E-05,7890008,9999996,548519,-99998,-151,8.07299E+15,3.26999E+16,42533991,2.946E+16,9777,2510006,1.01832E+16,75791981,311689,3884999
943,4820001,-2995,3.4713E+16,16,7890002,1E+16,5.4852E+16,-99995,-1.63E+16,8073004,3269998,4.2534E+16,2.94599E+16,9776995,2510005,1.01832E+16,75791989,3117,38849993
944,4819996,-3005,3.4713E+16,-4.00E-05,7889996,1E+16,5485207,-99989,-158,8.073E+15,3270012,4.2534E+16,2946002,9.777E+15,2510006,1.01832E+16,7.5792E+15,311693,3.885E+16
945,4820008,-2999,34713003,-25,7890003,9999996,5485195,-99975,-168,8.07299E+15,3.27001E+16,42533993,2946017,9776998,2510005,101832009,75791975,311695,38849977
946,4820006,-2984,34713001,-25,7890012,10000001,5.48521E+16,-99997,-1.69E+16,8073004,3269999,4.2534E+16,2946,9777009,2510003,101831989,7.5792E+15,3.11697E+16,38849995
947,4819986,-3022,34713,1,7.88998E+15,10000001,5485205,-1.00018E+16,-1.54E+16,8073006,32.7,42533997,2.94599E+16,9777017,2.51E+16,101832011,7.5792E+15,311694,38850003
948,4.82001E+16,-3.004E+16,34713,-15,7.88999E+15,10000005,5485182,-9.9978E+15,-1.53E+16,8073007,3.26997E+16,4.2534E+16,2946012,9777002,2510025,101832005,75791991,311693,38849985
949,4820013,-3009,34713005,-11,7889993,10000024,5.48519E+15,-99987,-1.66E+16,8073006,3.27001E+16,42533973,294601,9.77701E+15,25.1,101832005,75791993,311711,38849996
950,4820009,-3003,3.4713E+16,-9.00E-05,7889993,10000005,548521,-9999,-161,8072998,3270009,4253397,2.946E+16,9.77701E+15,2509994,1.01832E+16,7.5792E+15,311709,38849998
951,4.81999E+16,-2.996E+16,34712979,-5.00E-05,789001,1E+16,5485204,-9.9988E+15,-161,8072984,3.27002E+16,42533966,2.946E+16,9776982,2510003,101831985,75791998,311702,3.885E+16
952,4820002,-3.004E+16,34713004,-6.00E+11,7890007,9999995,5.48519E+16,-100017,-158,8073006,3270003,42533968,2.946E+16,9.77701E+15,25.1,101831995,75791985,311718,38849985
953,4951999,-3005,34712981,-9.00E-05,789001,1E+16,5.48519E+16,-99998,-1.63E+16,8073004,3.27001E+16,42533975,294599,9776992,2510002,1.01832E+16,75791981,3.11684E+16,38849984
954,495199,-3005,34713005,-1.00E-05,7890006,100.0,5.48519E+16,-100009,-157,8073018,3269998,42426002,2.94601E+16,9776987,2509985,1.01832E+16,75791998,311691,38849996
955,4951998,-2.993E+16,34712997,5.00E-05,7890003,9999977,5.48521E+16,-100006,-168,807301,3269988,4.2426E+16,2946007,9776998,2510012,1.01832E+16,75791995,311691,34894999
956,4951984,-3.001E+16,34712998,-5.00E-05,7890011,9999987,5.47798E+15,-100007,-1.52E+16,8073004,3270005,4.2426E+16,2946002,9777011,2509992,101832,75791992,311718,3489498
957,4951999,-3009,34712998,1.00E-05,7890007,1E+16,5477994,-99984,-168,8.07299E+15,3269997,42425974,2945996,9777009,2489997,101832011,7.6624E+15,311714,34894998
958,4952016,-3005,34712993,-1.3E+16,7889992,9999979,5477985,-9.9986E+15,-1.42E+16,8.07299E+15,3.27001E+16,4242599,2946005,9776996,2489984,1.01832E+16,76623964,311701,3489499
959,4951993,-2.996E+16,34712972,7.00E-05,7.89002E+15,1E+16,5.478E+16,-9.9999E+15,-182,8073005,3270025,4.2426E+16,2945999,9776994,2490004,1.01832E+16,76623988,311702,34895014
960,4952001,-3.012E+16,34713005,-1.00E-05,7890001,1E+16,5477998,-1.0,-1.66E+16,8073006,3270004,4.2426E+16,2945999,9776997,2.48999E+16,1.01832E+16,76623955,311672,3.4895E+16
961,4951996,-3.001E+16,34712991,-11,7889993,1E+16,5.478E+15,-100003,-186,807299,3269998,4.2426E+16,2.946E+16,9.77701E+15,2489998,1.01832E+16,76623963,311341,3667999
962,4952015,-2997,3.4713E+16,1.2E+16,7890009,10000005,5.47801E+16,-100013,-161,8072997,3.26999E+16,42425967,2946006,9776995,2489995,1.01832E+16,76623988,311338,3.913E+16
963,4951992,-3.019E+16,34712982,-8.00E-05,7.88998E+15,9999995,5478021,-1.00008E+16,-16,8073013,3269993,4.2426E+16,2.94599E+16,9776995,2489978,101831995,76623965,3.11336E+16,39129991
964,4.95199E+16,-2.996E+16,34712989,8.00E-05,7889996,1000001,547799,-9.9986E+15,-1.54E+16,8073008,327001,4.2426E+16,2.94601E+16,9777,2489997,101832014,76623975,311329,39129977
965,4952,-2.996E+16,34712994,-5.00E-05,7889999,10000007,5477991,-100003,-1.54E+16,8073008,3270001,4.2426E+16,2.94598E+16,9777001,2489989,101832005,76623949,311326,40914995
966,4952005,-3.018E+16,34712973,2.00E-05,7890005,9999988,5478006,-9999,-159,8072999,3.27001E+16,4.2426E+16,294599,9777026,2490007,101832,76623977,3.11339E+16,40914987
967,495199,-3.002E+16,34712998,1.2E+16,7889996,9.99999E+15,5477994,-100014,-131,8.07299E+15,32.7,4.2426E+16,2946,9776995,2489998,1.01832E+16,76623975,311342,4.0915E+16
968,4951979,-3.006E+16,3.4713E+16,2.00E-05,788999,1E+16,5478005,-100003,-164,8.073E+15,3270006,42425995,2.946E+16,9776993,2489992,1.01832E+16,76623975,311335,40914986
969,495201,-3007,34712984,-6.00E+11,7890002,9999999,5.478E+16,-99987,-157,8072999,3269995,4.2426E+16,2945995,977699,2490001,1.01832E+16,76623982,31135,40914979
970,4.95201E+16,-3.014E+16,34713,-21,7884017,100.0,5478,-100003,-1.71E+16,8073003,3269998,42425982,2.946E+16,9776985,2489998,1.01832E+16,7662397,3.11316E+16,40914999
971,495201,-3011,3.4713E+16,1.3E+16,7883994,9999993,5478,-99974,-158,8072997,3269985,42425973,2.94599E+16,9.777E+15,249001,101832005,76623964,31135,4.0915E+16
972,4952005,-2.994E+16,3.4713E+16,-3.00E+11,7884005,10000016,5478011,-9.9996E+15,-165,8072994,3269995,42425995,2946,9777014,2490004,101832015,7.6624E+15,311348,40914985
973,4952009,-2992,34712995,16,788401,1E+16,547799,-100001,-1.42E+16,807299,3269996,4.2426E+16,2946005,9777005,2490005,101832009,7.6624E+15,311335,39165
974,4952001,-3.001E+16,34712992,3.00E+11,7.884E+15,9999999,5.47799E+15,-100015,-157,8073004,3269992,4.2426E+16,2945993,9776997,2.49E+16,1.01832E+16,76623983,31135,3.9165E+16
975,5083987,-301,34712996,-6.00E+11,7883989,1E+16,5478005,-9.9973E+15,-149,8.07299E+15,3270015,4.2426E+16,2946002,9777003,2489988,10183199,76623974,311344,3.717E+16
976,5084005,-2995,34712996,-4.00E-05,7.88398E+15,1E+16,5478001,-99989,-157,8073004,3269993,42425967,2946013,9.77701E+15,2489995,101831995,76623974,311343,35350014
977,5.08399E+16,-2998,3.4713E+16,11,7884008,1000001,5477997,-9999,-1.63E+16,8072986,3269997,4.2426E+16,2945989,9777003,2490011,1.01832E+16,76623963,3.11351E+16,35349979
978,5084008,-3005,3.4713E+16,1.00E-05,7884002,1E+16,5.478E+15,-100006,-182,8.07299E+15,3270009,4242598,2.946E+16,9776996,2490018,10183199,7.7472E+15,311337,35349998
979,5083987,-2982,3.4713E+16,-1.9E+16,7.884E+15,10000001,5478001,-100003,-162,8.07299E+15,3270013,42425991,2946019,9776992,24.9,101832016,7.7472E+15,311361,35349984
980,5084003,-3003,3.4713E+16,-0.0,7883978,10000012,5.47799E+16,-100001,-1.69E+16,8073004,3270006,4242598,2.946E+16,9777001,2.49002E+16,10183199,77471979,311318,3.78E+16
981,5083984,-3011,3471299,1.00E-05,7884016,1E+16,5.47801E+16,-1.0,-159,807301,3269995,4.2426E+16,2.94601E+16,9776996,2490004,1.01832E+16,77471976,3.11351E+16,39724974
982,5084015,-3.001E+16,3.4713E+16,1.7E+16,7884004,9999995,5.478E+16,-99992,-1.69E+16,8.016E+15,3269999,4.2426E+16,2.94599E+16,9777,2490005,1.01832E+16,7.74719E+15,311347,39724971
983,5083998,-3003,34713001,2.00E-05,7884007,10000004,5.47799E+15,-99995,-1.53E+16,8.01601E+15,3269999,42426002,2946009,9776997,249001,101832019,77471979,311345,39724978
984,5.08399E+16,-3,3471298,-11,7.884E+15,1E+16,5.47799E+15,-100004,-1.63E+16,8015988,3.26999E+16,42425973,2945988,9777003,24.9,1.01832E+16,77471987,311363,39724975
985,5084006,-2995,3471298,-0.0,7.88399E+15,9999991,5477985,-9.9994E+15,-143,8015989,3270003,42425992,2.94599E+16,9776996,2479982,1.01832E+16,77471976,311337,37449979
986,5083992,-2.991E+16,3.4713E+16,2.00E-05,7883995,10000009,5478004,-1.0,-148,8016001,3279996,42425952,2945975,977701,2480023,101835,77471964,311346,35629994
987,5083996,-2.996E+16,3471297,-1.7E+16,7884004,1000001,5478011,-10001,-168,8016005,3.27999E+16,42425979,2.946E+16,9777003,2.48E+16,1.01835E+16,77471969,3.11339E+16,35630003
988,5083998,-2.977E+16,34712985,-3.00E+11,7884007,9999988,5.478E+15,-100001,-168,8015984,327999,42425975,2.94599E+16,9.77701E+15,2.47998E+16,1.01835E+16,77471964,311335,3.563E+16
989,5084002,-2985,34712993,-1.2E+16,7884016,10000007,5477991,-99987,-155,8.01601E+15,3280012,4242598,2.94601E+16,9776987,2480004,1.01835E+16,77471978,311337,35629994
990,5084002,-3.001E+16,34712992,-8.00E-05,7.884E+15,9.99999E+15,5.47799E+16,-100003,-157,8016,3280012,42425979,2945988,9776989,2479992,101835009,77471988,3.11356E+16,35629998
991,5084008,-3009,34713,5.00E-05,7884009,9.99999E+15,5477984,-9.9999E+15,-1.74E+16,801601,3279991,42425972,2946009,9776994,2480004,1.01835E+16,77471971,311343,35630007
992,5084012,-2.993E+16,34712981,1,7.884E+15,10000017,5478,-100005,-144,8.016E+15,3280002,42425991,2946012,9.77698E+15,2479991,101835006,77471974,311331,35630011
993,5083987,-2.991E+16,3471297,-3.00E+11,7883981,10000004,5.47801E+16,-1.0,-1.66E+16,8.016E+15,3279995,4.2426E+16,2.94599E+16,9.77701E+15,2480001,101835,7747197,3.11351E+16,35629995
994,5084004,-2.994E+16,34712995,-1,788401,9999999,5.47802E+16,-99998,-161,8015983,3279994,42425972,2945996,9776994,2479995,101835012,77471982,311328,35629984
995,5083983,-3003,34713003,-5.00E-05,7883995,9999985,5478026,-100001,-146,8.01601E+15,3279985,4.2426E+16,2.94601E+16,9776988,2.48001E+16,1.01835E+16,77471977,311364,37869992
996,490001,-3.008E+16,34712985,9.00E-05,7884006,9999982,5477992,-99987,-176,8015984,3280001,42425993,2946003,9776997,2480001,101835001,76879989,311333,37869971
997,4899981,-2995,34712978,3.00E+11,7883997,1E+16,5.47799E+15,-100015,-172,8016006,3279997,42425975,2945996,9776995,2480011,1.01835E+16,7.688E+15,311337,37869972
998,4899995,-2.994E+16,34713001,-6.00E+11,7883986,10000005,5.47799E+16,-1.00012E+16,-17,8015997,3279998,42425973,2945993,977698,2480021,1.01835E+16,76879989,311341,3.787E+16
999,4.9E+16,-2.994E+16,34676995,4.00E-05,7883995,9.99999E+15,5478017,-99997,-1.67E+16,8.016E+15,3279994,4.2426E+16,2946003,9776995,2479976,101834996,76879992,311349,36084995
1000,4899998,-3003,34676996,-7.00E-05,7883984,9999977,5478,-99992,-146,8015988,3280005,4.2426E+16,2945996,9776998,2.47998E+16,101835013,76879993,31133,36084994
1001,4899993,-3.012E+16,3.4677E+16,1.00E-05,7883991,1E+16,5477997,-9.9981E+15,-173,8015993,3279999,42425978,2.946E+16,9776991,2480013,10183499,7.688E+15,311343,3.6085E+16
1002,4899984,-2985,34676976,-2,7.88399E+15,1E+16,5.47801E+16,-100004,-1.63E+16,8016006,3.27998E+16,4.2426E+16,2946012,9776997,2480001,10183499,76879992,31134,36084978
1003,489999,-2997,34677018,-14,788399,9999993,5478011,-100011,-147,8016,3279987,42425977,2946009,9777003,2480011,101835,76879989,311333,36084979
1004,4.9E+16,-2.989E+16,34677022,-2.00E-05,7884017,9999999,5.478E+16,-9.9991E+15,-176,8015982,32.8,4.2426E+16,2946,9.77701E+15,2.48E+16,101835016,76879994,311338,3608497
1005,4.9E+16,-301,3.4677E+16,7.00E-05,7.88399E+15,9999995,5478009,-100009,-1.69E+16,8016016,3279988,4.2426E+16,2.94601E+16,9777011,2479999,101835004,76255963,311333,37869988
1006,4.9E+16,-3.004E+16,34676999,8.00E-05,7.884E+15,10000001,5478005,-99995,-147,8015986,3279992,4.2363E+16,2945999,9776987,2480015,1.01835E+16,7625598,311342,37869981
1007,4899995,-2997,34677001,6.00E+11,7883986,1E+16,5.478E+16,-99985,-164,8016028,3280003,42362982,2946002,9.77701E+15,2479999,101834985,76255997,3.11339E+16,37869971
1008,4900006,-2.991E+16,34677008,-0.0,7884006,9999999,5.47799E+15,-9.9999E+15,-165,8.01597E+15,3280015,42362998,294599,9.77698E+15,2479982,1.01835E+16,7625596,31195,37870001
1009,490001,-3.018E+16,3.4677E+16,-0.0,7884011,9999988,5.478E+16,-100006,-1.63E+16,8016023,3279979,4.2363E+16,2945999,9776989,2480013,101834995,7.6256E+15,31193,35735006
1010,4.9E+16,-2.989E+16,34677017,1,788399,10000015,5478005,-9.9993E+15,-151,8015995,3280012,4.2363E+16,2946019,9777001,2.48001E+16,101834995,76255985,311952,33915012
1011,4.89998E+16,-299,34677004,4.00E-05,7884012,10000004,5477995,-99984,-148,801601,3280003,4.2363E+16,2946015,9776997,2480007,1.01835E+16,7.6256E+15,311928,3.3915E+16
1012,4899984,-3.001E+16,34676996,-6.00E+11,7883986,10000007,5.478E+16,-9.9991E+15,-1.52E+16,801602,3280004,42362992,2946003,9.77701E+15,2.48E+16,1.01835E+16,77039987,311945,33914975
1013,4900013,-3,34676985,1.2E+16,7883994,1E+16,5477989,-9.9996E+15,-16,8016009,3279978,4.2363E+16,2946006,9776993,2479992,1.01835E+16,77039975,311954,35769991
1014,4951982,-3.004E+16,3.4677E+16,-11,7.88399E+15,1E+16,5477989,-100005,-1.63E+16,8016,3272998,4.2363E+16,2.946E+16,9776993,2479992,101835,7.704E+15,311945,35769978
1015,4.95199E+16,-3.004E+16,3.4677E+16,-1.9E+16,7883991,9999999,5477972,-100004,-143,8016011,3273005,42362993,2945993,9776998,2480016,1.01835E+16,7.704E+15,311931,3.759E+16
1016,4.95199E+16,-2997,34677,15,788401,10000007,5.47798E+16,-9.9991E+15,-168,8016006,3273002,42362976,2946017,977701,2479993,101835004,77039996,31195,3.759E+16
1017,4952017,-3005,34676993,-2,7.88399E+15,1E+16,5.478E+16,-9.9999E+15,-16,8016001,3273008,4.2363E+16,2945999,9776992,2480004,101835005,7.704E+15,3.11949E+16,37589981
1018,4952005,-3015,34676996,-14,7884,9999995,5477994,-9.9999E+15,-146,8.01601E+15,3273019,42362975,2946002,9776996,2.47999E+16,101835001,77039985,311937,37590001
1019,4952005,-2.996E+16,34676997,1.00E-05,7884014,1E+16,5.47798E+16,-99997,-17,8016,3273017,4.2363E+16,2946005,9776987,2479999,10183501,77039999,3.11946E+16,3758999
1020,4952,-3,34676998,-6.00E+11,7883991,9999993,5.47799E+15,-9999,-1.53E+16,8.016E+15,3.27301E+16,4.2363E+16,2946005,9777001,2479992,1.01835E+16,7.704E+15,31195,37589986
1021,4951996,-2.989E+16,34676974,9.00E-05,7883999,1000001,5.478E+16,-100011,-172,8015983,3272988,4.2363E+16,2.94599E+16,9776985,2479992,101835007,77039998,311938,37589973
1022,4.95199E+16,-2.994E+16,3.4677E+16,-2,7884016,9999993,5.47802E+16,-100004,-159,8015995,3273002,4.2363E+16,2945995,9776996,2.48E+16,101834996,76735956,311925,37589974
1023,4952023,-3003,34676998,-14,7883989,1E+16,547801,-9.9999E+15,-1.69E+16,8015989,3272987,4.2363E+16,2.94599E+16,9777019,24.8,1.01835E+16,76735974,3.11934E+16,37589981
1024,4951978,-2.994E+16,34676999,-14,7883997,1E+16,5477984,-99997,-1.78E+16,8016022,3.27301E+16,42362995,294598,9776994,248001,101834996,76735969,311956,3.759E+16
1025,4952002,-3.001E+16,34677005,-7.00E-05,7884005,1E+16,5.47799E+16,-9.9993E+15,-16,8015998,327302,4.2363E+16,2945999,9776986,2479994,101835008,76735966,311945,37590005
1026,4.95199E+16,-2.983E+16,34677005,-6.00E+11,7884012,9.99999E+15,5.478E+16,-9.9999E+15,-149,8016001,3272979,42362977,2945986,9777003,2470014,101835009,7.6736E+15,311945,37590004
1027,4951979,-3003,34677009,4.00E-05,7883997,100.0,5478005,-100007,-165,8015994,327299,42362992,2.94602E+16,977701,2.47E+16,101835009,76735967,311939,37590013
1028,4952,-2.983E+16,3.4677E+16,11,7884014,10000015,5.469E+16,-100013,-164,8015997,3272999,4.2363E+16,2.946E+16,9777014,2469988,101835008,7.6736E+15,311954,3758999
1029,4.95199E+16,-3.001E+16,34676986,-3.00E+11,7.88399E+15,9999991,5468995,-100003,-149,8015996,3272999,4.2363E+16,2.946E+16,9776995,2470006,101835008,77583973,311944,37589976
1030,495201,-3.006E+16,34677006,9.00E-05,7883989,9999993,5.46897E+16,-9.9996E+15,-168,8.016E+15,3.29199E+16,4.2363E+16,2945986,9777005,2470005,1.01835E+16,77583969,311941,35559999
1031,4952019,-2.996E+16,34676993,-8.00E-05,7.88399E+15,1E+16,5468976,-100006,-141,8015983,3.29199E+16,4236298,2.946E+16,9777001,2470005,1.01835E+16,77583973,311936,35559989
1032,4952001,-2.991E+16,34676985,-14,7884007,10000012,546902,-99979,-159,8015987,3.292E+16,4.2363E+16,2.94601E+16,9777006,2.46999E+16,1.01835E+16,77583959,311928,35559985
1033,4951996,-3017,34677009,21,7884014,1E+16,5.469E+16,-99995,-156,8.01601E+15,3.292E+16,42362998,2946005,9776983,2470006,101835002,77583977,311941,37554989
